game_number,game_name,game_file,target_vertices,success,solve_time_seconds,winning_region_t0,winning_region_t10000,error_message
1,game_0001_chain_3,/home/pete/ontime/generated_games/game_0001_chain_3.tg,"s0,s1",True,0.081,s1,"s0,s1",
2,game_0002_chain_12,/home/pete/ontime/generated_games/game_0002_chain_12.tg,"s4,s5,s6,s11",True,0.085,"s3,s5,s7,s11","s6,s4,s5,s11",
3,game_0003_chain_10,/home/pete/ontime/generated_games/game_0003_chain_10.tg,"s3,s4,s9",True,0.086,"s7,s6,s3,s2,s5,s0,s9,s1,s8","s9,s4,s3",
4,game_0004_chain_6,/home/pete/ontime/generated_games/game_0004_chain_6.tg,s4,True,0.082,"s1,s0,s5",s4,
5,game_0005_chain_7,/home/pete/ontime/generated_games/game_0005_chain_7.tg,s6,True,0.086,"s1,s5",s6,
6,game_0006_chain_3,/home/pete/ontime/generated_games/game_0006_chain_3.tg,,False,0.000,,,No target vertices
7,game_0007_chain_10,/home/pete/ontime/generated_games/game_0007_chain_10.tg,"s0,s4,s7",True,0.084,"s4,s5,s1,s0","s0,s7,s4",
8,game_0008_chain_3,/home/pete/ontime/generated_games/game_0008_chain_3.tg,s1,True,0.080,s1,s1,
9,game_0009_chain_11,/home/pete/ontime/generated_games/game_0009_chain_11.tg,"s0,s5",True,0.084,"s5,s9,s3","s0,s5",
10,game_0010_chain_6,/home/pete/ontime/generated_games/game_0010_chain_6.tg,"s1,s4",True,0.077,"s1,s0,s5,s3,s4,s2","s1,s4",
11,game_0011_chain_10,/home/pete/ontime/generated_games/game_0011_chain_10.tg,"s0,s2,s5,s7",True,0.137,"s8,s1,s0,s2,s3,s7,s9","s0,s2,s7,s5",
12,game_0012_chain_12,/home/pete/ontime/generated_games/game_0012_chain_12.tg,"s1,s7,s10",True,0.148,"s1,s2,s4,s0,s3,s11","s1,s7,s10",
13,game_0013_chain_6,/home/pete/ontime/generated_games/game_0013_chain_6.tg,s4,True,0.148,"s5,s1,s4,s3,s0",s4,
14,game_0014_chain_3,/home/pete/ontime/generated_games/game_0014_chain_3.tg,,False,0.000,,,No target vertices
15,game_0015_chain_10,/home/pete/ontime/generated_games/game_0015_chain_10.tg,"s2,s3,s5",True,0.141,"s7,s9","s2,s3,s5",
16,game_0016_chain_7,/home/pete/ontime/generated_games/game_0016_chain_7.tg,"s0,s1,s4,s5,s6",True,0.147,"s3,s1,s5","s1,s0,s5,s6,s4",
17,game_0017_chain_7,/home/pete/ontime/generated_games/game_0017_chain_7.tg,"s4,s6",True,0.144,,"s6,s4",
18,game_0018_chain_3,/home/pete/ontime/generated_games/game_0018_chain_3.tg,s0,True,0.142,,s0,
19,game_0019_chain_7,/home/pete/ontime/generated_games/game_0019_chain_7.tg,"s1,s2",True,0.161,s1,"s1,s2",
20,game_0020_chain_7,/home/pete/ontime/generated_games/game_0020_chain_7.tg,"s2,s4,s5",True,0.159,"s1,s3","s2,s4,s5",
21,game_0021_chain_12,/home/pete/ontime/generated_games/game_0021_chain_12.tg,"s0,s2,s3,s4,s6",True,0.149,"s11,s4,s3,s2","s2,s6,s0,s3,s4",
22,game_0022_chain_10,/home/pete/ontime/generated_games/game_0022_chain_10.tg,"s0,s1,s2,s3,s6",True,0.146,"s7,s9,s6,s1,s8","s1,s2,s6,s3,s0",
23,game_0023_chain_9,/home/pete/ontime/generated_games/game_0023_chain_9.tg,"s1,s2,s3,s4,s5,s8",True,0.156,"s3,s4,s7","s3,s5,s2,s4,s8,s1",
24,game_0024_chain_9,/home/pete/ontime/generated_games/game_0024_chain_9.tg,"s3,s4,s6",True,0.150,"s5,s4,s2,s3,s0,s7,s1","s4,s3,s6",
25,game_0025_chain_7,/home/pete/ontime/generated_games/game_0025_chain_7.tg,"s2,s4",True,0.134,,"s4,s2",
26,game_0026_chain_8,/home/pete/ontime/generated_games/game_0026_chain_8.tg,s1,True,0.153,"s7,s3,s0,s1,s4",s1,
27,game_0027_chain_6,/home/pete/ontime/generated_games/game_0027_chain_6.tg,s5,True,0.154,"s0,s1,s5,s2,s3",s5,
28,game_0028_chain_10,/home/pete/ontime/generated_games/game_0028_chain_10.tg,s2,True,0.138,"s7,s3,s5,s9",s2,
29,game_0029_chain_3,/home/pete/ontime/generated_games/game_0029_chain_3.tg,"s0,s1,s2",True,0.143,,"s2,s1,s0",
30,game_0030_chain_5,/home/pete/ontime/generated_games/game_0030_chain_5.tg,s2,True,0.136,"s0,s2,s1,s3",s2,
31,game_0031_chain_9,/home/pete/ontime/generated_games/game_0031_chain_9.tg,"s0,s1,s4",True,0.142,"s2,s1,s3","s1,s4,s0",
32,game_0032_chain_7,/home/pete/ontime/generated_games/game_0032_chain_7.tg,s1,True,0.148,s3,s1,
33,game_0033_chain_5,/home/pete/ontime/generated_games/game_0033_chain_5.tg,s3,True,0.135,"s1,s0",s3,
34,game_0034_chain_4,/home/pete/ontime/generated_games/game_0034_chain_4.tg,"s0,s1",True,0.135,"s0,s3","s1,s0",
35,game_0035_chain_8,/home/pete/ontime/generated_games/game_0035_chain_8.tg,"s1,s2",True,0.136,"s1,s2,s5,s3,s4,s7,s6","s2,s1",
36,game_0036_chain_5,/home/pete/ontime/generated_games/game_0036_chain_5.tg,"s0,s3",True,0.134,"s1,s2","s3,s0",
37,game_0037_chain_8,/home/pete/ontime/generated_games/game_0037_chain_8.tg,"s4,s7",True,0.136,"s3,s6,s5,s7,s1","s4,s7",
38,game_0038_chain_12,/home/pete/ontime/generated_games/game_0038_chain_12.tg,"s0,s1,s5,s10,s11",True,0.139,"s1,s4,s11,s3,s10,s5,s9,s7,s8","s11,s5,s10,s0,s1",
39,game_0039_chain_8,/home/pete/ontime/generated_games/game_0039_chain_8.tg,"s2,s6",True,0.137,"s5,s6,s0,s1,s4,s7","s2,s6",
40,game_0040_chain_6,/home/pete/ontime/generated_games/game_0040_chain_6.tg,s2,True,0.139,"s0,s2,s1,s3,s5",s2,
41,game_0041_chain_10,/home/pete/ontime/generated_games/game_0041_chain_10.tg,"s6,s7",True,0.086,"s2,s7,s9,s3","s6,s7",
42,game_0042_chain_6,/home/pete/ontime/generated_games/game_0042_chain_6.tg,s1,True,0.137,"s3,s5",s1,
43,game_0043_chain_10,/home/pete/ontime/generated_games/game_0043_chain_10.tg,"s1,s3,s4,s7",True,0.147,"s1,s9,s5","s1,s3,s7,s4",
44,game_0044_chain_8,/home/pete/ontime/generated_games/game_0044_chain_8.tg,s0,True,0.152,"s7,s4,s3,s1,s0,s5",s0,
45,game_0045_chain_7,/home/pete/ontime/generated_games/game_0045_chain_7.tg,"s2,s5,s6",True,0.158,s3,"s2,s5,s6",
46,game_0046_chain_3,/home/pete/ontime/generated_games/game_0046_chain_3.tg,s1,True,0.160,"s0,s1",s1,
47,game_0047_chain_12,/home/pete/ontime/generated_games/game_0047_chain_12.tg,"s1,s7,s9,s10",True,0.154,"s6,s0,s9,s3,s10,s1,s11","s1,s10,s9,s7",
48,game_0048_chain_12,/home/pete/ontime/generated_games/game_0048_chain_12.tg,"s3,s10",True,0.156,"s11,s6,s9,s7,s5","s10,s3",
49,game_0049_chain_9,/home/pete/ontime/generated_games/game_0049_chain_9.tg,,False,0.000,,,No target vertices
50,game_0050_chain_5,/home/pete/ontime/generated_games/game_0050_chain_5.tg,s0,True,0.143,"s1,s3",s0,
51,game_0051_chain_8,/home/pete/ontime/generated_games/game_0051_chain_8.tg,s6,True,1.991,"s1,s7,s0,s2",s6,
52,game_0052_chain_7,/home/pete/ontime/generated_games/game_0052_chain_7.tg,"s0,s1,s2,s3,s6",True,0.142,"s1,s2","s6,s1,s0,s3,s2",
53,game_0053_chain_4,/home/pete/ontime/generated_games/game_0053_chain_4.tg,s2,True,0.139,"s0,s3,s1",s2,
54,game_0054_chain_7,/home/pete/ontime/generated_games/game_0054_chain_7.tg,"s0,s2",True,0.152,"s1,s3","s0,s2",
55,game_0055_chain_3,/home/pete/ontime/generated_games/game_0055_chain_3.tg,s0,True,0.150,,s0,
56,game_0056_chain_7,/home/pete/ontime/generated_games/game_0056_chain_7.tg,,False,0.000,,,No target vertices
57,game_0057_chain_6,/home/pete/ontime/generated_games/game_0057_chain_6.tg,"s0,s4",True,0.143,"s0,s3,s2,s5","s4,s0",
58,game_0058_chain_6,/home/pete/ontime/generated_games/game_0058_chain_6.tg,"s0,s1,s3",True,0.159,"s3,s1,s2,s5","s0,s3,s1",
59,game_0059_chain_3,/home/pete/ontime/generated_games/game_0059_chain_3.tg,s1,True,0.142,,s1,
60,game_0060_chain_12,/home/pete/ontime/generated_games/game_0060_chain_12.tg,"s0,s1,s2,s3,s6,s8,s9",True,0.153,"s11,s3","s8,s6,s3,s0,s1,s9,s2",
61,game_0061_chain_8,/home/pete/ontime/generated_games/game_0061_chain_8.tg,,False,0.000,,,No target vertices
62,game_0062_chain_10,/home/pete/ontime/generated_games/game_0062_chain_10.tg,"s2,s8,s9",True,0.138,"s1,s3,s9,s7,s5,s0,s4","s2,s9,s8",
63,game_0063_chain_9,/home/pete/ontime/generated_games/game_0063_chain_9.tg,"s3,s4,s5,s7",True,0.149,"s3,s5","s4,s5,s3,s7",
64,game_0064_chain_5,/home/pete/ontime/generated_games/game_0064_chain_5.tg,s1,True,0.134,"s2,s3,s1,s0",s1,
65,game_0065_chain_8,/home/pete/ontime/generated_games/game_0065_chain_8.tg,s2,True,0.159,"s0,s4,s1,s3,s5,s7",s2,
66,game_0066_chain_3,/home/pete/ontime/generated_games/game_0066_chain_3.tg,s0,True,0.142,s1,s0,
67,game_0067_chain_8,/home/pete/ontime/generated_games/game_0067_chain_8.tg,"s1,s4,s5",True,0.159,"s7,s5,s3,s1,s2","s4,s1,s5",
68,game_0068_chain_7,/home/pete/ontime/generated_games/game_0068_chain_7.tg,"s4,s5",True,0.149,"s1,s3,s4","s5,s4",
69,game_0069_chain_5,/home/pete/ontime/generated_games/game_0069_chain_5.tg,,False,0.000,,,No target vertices
70,game_0070_chain_9,/home/pete/ontime/generated_games/game_0070_chain_9.tg,"s4,s5,s7",True,0.147,s3,"s7,s5,s4",
71,game_0071_chain_4,/home/pete/ontime/generated_games/game_0071_chain_4.tg,s2,True,0.145,s3,s2,
72,game_0072_chain_7,/home/pete/ontime/generated_games/game_0072_chain_7.tg,s1,True,0.180,"s3,s5",s1,
73,game_0073_chain_4,/home/pete/ontime/generated_games/game_0073_chain_4.tg,s1,True,0.154,"s3,s2",s1,
74,game_0074_chain_11,/home/pete/ontime/generated_games/game_0074_chain_11.tg,"s0,s2,s4,s7,s9",True,0.152,"s5,s7,s4,s9","s7,s4,s0,s2,s9",
75,game_0075_chain_12,/home/pete/ontime/generated_games/game_0075_chain_12.tg,"s0,s1,s5,s8",True,0.140,"s10,s3,s9,s4,s5,s11","s5,s1,s0,s8",
76,game_0076_chain_5,/home/pete/ontime/generated_games/game_0076_chain_5.tg,s0,True,0.147,,s0,
77,game_0077_chain_6,/home/pete/ontime/generated_games/game_0077_chain_6.tg,"s1,s2,s5",True,0.153,"s5,s4,s1","s1,s5,s2",
78,game_0078_chain_7,/home/pete/ontime/generated_games/game_0078_chain_7.tg,s5,True,0.155,,s5,
79,game_0079_chain_3,/home/pete/ontime/generated_games/game_0079_chain_3.tg,s0,True,0.149,"s0,s1",s0,
80,game_0080_chain_12,/home/pete/ontime/generated_games/game_0080_chain_12.tg,"s2,s5,s7",True,0.164,"s3,s11,s10,s9,s6,s4,s5,s7","s5,s2,s7",
81,game_0081_chain_8,/home/pete/ontime/generated_games/game_0081_chain_8.tg,"s3,s6",True,0.146,"s1,s3,s4,s5,s7,s2,s0","s3,s6",
82,game_0082_chain_11,/home/pete/ontime/generated_games/game_0082_chain_11.tg,"s1,s3,s6,s7",True,0.140,"s5,s2,s4,s1","s6,s1,s7,s3",
83,game_0083_chain_12,/home/pete/ontime/generated_games/game_0083_chain_12.tg,,False,0.000,,,No target vertices
84,game_0084_chain_7,/home/pete/ontime/generated_games/game_0084_chain_7.tg,s4,True,0.142,"s1,s3",s4,
85,game_0085_chain_8,/home/pete/ontime/generated_games/game_0085_chain_8.tg,"s0,s4",True,0.152,"s1,s7,s0,s5","s4,s0",
86,game_0086_chain_6,/home/pete/ontime/generated_games/game_0086_chain_6.tg,"s2,s3",True,0.167,s5,"s2,s3",
87,game_0087_chain_7,/home/pete/ontime/generated_games/game_0087_chain_7.tg,,False,0.000,,,No target vertices
88,game_0088_chain_12,/home/pete/ontime/generated_games/game_0088_chain_12.tg,"s3,s4,s5,s7,s9,s10",True,0.166,"s4,s6,s2,s11,s3,s5,s0,s1","s10,s9,s4,s5,s7,s3",
89,game_0089_chain_3,/home/pete/ontime/generated_games/game_0089_chain_3.tg,s1,True,0.161,"s0,s1",s1,
90,game_0090_chain_8,/home/pete/ontime/generated_games/game_0090_chain_8.tg,"s3,s4",True,0.155,"s0,s2,s7,s3","s3,s4",
91,game_0091_chain_8,/home/pete/ontime/generated_games/game_0091_chain_8.tg,"s1,s2,s6",True,0.146,"s1,s5,s3,s0,s7","s1,s2,s6",
92,game_0092_chain_12,/home/pete/ontime/generated_games/game_0092_chain_12.tg,"s2,s9,s10,s11",True,0.160,"s4,s1,s2,s10,s11,s8,s5,s6,s7,s9,s0","s11,s9,s2,s10",
93,game_0093_chain_4,/home/pete/ontime/generated_games/game_0093_chain_4.tg,"s0,s1,s2",True,0.146,"s0,s1,s2,s3","s2,s0,s1",
94,game_0094_chain_8,/home/pete/ontime/generated_games/game_0094_chain_8.tg,,False,0.000,,,No target vertices
95,game_0095_chain_6,/home/pete/ontime/generated_games/game_0095_chain_6.tg,s0,True,0.139,"s4,s1,s3,s5,s2",s0,
96,game_0096_chain_4,/home/pete/ontime/generated_games/game_0096_chain_4.tg,,False,0.000,,,No target vertices
97,game_0097_chain_10,/home/pete/ontime/generated_games/game_0097_chain_10.tg,"s2,s3,s5,s7",True,0.147,"s9,s5,s3,s2","s5,s2,s3,s7",
98,game_0098_chain_3,/home/pete/ontime/generated_games/game_0098_chain_3.tg,,False,0.000,,,No target vertices
99,game_0099_chain_6,/home/pete/ontime/generated_games/game_0099_chain_6.tg,s4,True,0.148,"s1,s3,s2,s0,s5",s4,
100,game_0100_chain_10,/home/pete/ontime/generated_games/game_0100_chain_10.tg,"s4,s5",True,0.163,"s9,s0,s2,s3,s5,s4,s6","s5,s4",
101,game_0101_chain_9,/home/pete/ontime/generated_games/game_0101_chain_9.tg,,False,0.000,,,No target vertices
102,game_0102_chain_12,/home/pete/ontime/generated_games/game_0102_chain_12.tg,"s2,s3,s4,s7,s11",True,0.115,"s3,s11,s10,s9,s5,s7,s0","s4,s3,s7,s2,s11",
103,game_0103_chain_10,/home/pete/ontime/generated_games/game_0103_chain_10.tg,"s0,s6",True,0.154,"s4,s9,s7,s8","s0,s6",
104,game_0104_chain_4,/home/pete/ontime/generated_games/game_0104_chain_4.tg,s3,True,0.141,s3,s3,
105,game_0105_chain_5,/home/pete/ontime/generated_games/game_0105_chain_5.tg,s2,True,0.147,"s1,s2,s0",s2,
106,game_0106_chain_7,/home/pete/ontime/generated_games/game_0106_chain_7.tg,,False,0.000,,,No target vertices
107,game_0107_chain_7,/home/pete/ontime/generated_games/game_0107_chain_7.tg,s5,True,0.206,"s4,s2,s5,s1,s3",s5,
108,game_0108_chain_5,/home/pete/ontime/generated_games/game_0108_chain_5.tg,"s1,s4",True,0.141,"s1,s3","s4,s1",
109,game_0109_chain_3,/home/pete/ontime/generated_games/game_0109_chain_3.tg,,False,0.000,,,No target vertices
110,game_0110_chain_8,/home/pete/ontime/generated_games/game_0110_chain_8.tg,"s0,s4,s5",True,0.161,"s7,s1,s0,s3","s0,s4,s5",
111,game_0111_chain_11,/home/pete/ontime/generated_games/game_0111_chain_11.tg,"s0,s2,s5,s7,s8",True,0.199,"s3,s1,s8,s7","s7,s2,s8,s0,s5",
112,game_0112_chain_8,/home/pete/ontime/generated_games/game_0112_chain_8.tg,"s0,s4,s7",True,0.155,"s5,s3,s7","s0,s7,s4",
113,game_0113_chain_3,/home/pete/ontime/generated_games/game_0113_chain_3.tg,"s1,s2",True,0.138,,"s1,s2",
114,game_0114_chain_8,/home/pete/ontime/generated_games/game_0114_chain_8.tg,s1,True,0.160,"s4,s7,s3,s5,s6",s1,
115,game_0115_chain_12,/home/pete/ontime/generated_games/game_0115_chain_12.tg,"s2,s7,s9,s10",True,0.164,"s2,s6,s7,s8,s10,s0,s1,s11,s9","s2,s10,s7,s9",
116,game_0116_chain_6,/home/pete/ontime/generated_games/game_0116_chain_6.tg,"s0,s2,s4",True,0.146,"s1,s3,s2,s5,s4","s0,s2,s4",
117,game_0117_chain_4,/home/pete/ontime/generated_games/game_0117_chain_4.tg,s3,True,0.135,"s3,s1",s3,
118,game_0118_chain_5,/home/pete/ontime/generated_games/game_0118_chain_5.tg,"s0,s2,s4",True,0.157,"s1,s0,s3,s2","s2,s0,s4",
119,game_0119_chain_6,/home/pete/ontime/generated_games/game_0119_chain_6.tg,,False,0.000,,,No target vertices
120,game_0120_chain_11,/home/pete/ontime/generated_games/game_0120_chain_11.tg,"s1,s9",True,0.154,s1,"s9,s1",
121,game_0121_chain_4,/home/pete/ontime/generated_games/game_0121_chain_4.tg,s2,True,0.146,"s3,s1",s2,
122,game_0122_chain_4,/home/pete/ontime/generated_games/game_0122_chain_4.tg,s3,True,0.154,"s3,s2",s3,
123,game_0123_chain_3,/home/pete/ontime/generated_games/game_0123_chain_3.tg,,False,0.000,,,No target vertices
124,game_0124_chain_11,/home/pete/ontime/generated_games/game_0124_chain_11.tg,"s1,s2,s5,s6,s7,s8,s9",True,0.164,"s9,s4,s8,s5","s9,s7,s8,s2,s6,s5,s1",
125,game_0125_chain_3,/home/pete/ontime/generated_games/game_0125_chain_3.tg,,False,0.000,,,No target vertices
126,game_0126_chain_7,/home/pete/ontime/generated_games/game_0126_chain_7.tg,s6,True,0.151,s5,s6,
127,game_0127_chain_12,/home/pete/ontime/generated_games/game_0127_chain_12.tg,"s0,s3,s9,s11",True,0.150,"s11,s5,s3,s6,s9,s7,s10","s11,s9,s3,s0",
128,game_0128_chain_4,/home/pete/ontime/generated_games/game_0128_chain_4.tg,"s0,s3",True,0.148,"s2,s3,s0","s0,s3",
129,game_0129_chain_6,/home/pete/ontime/generated_games/game_0129_chain_6.tg,,False,0.000,,,No target vertices
130,game_0130_chain_11,/home/pete/ontime/generated_games/game_0130_chain_11.tg,"s0,s2,s3,s10",True,0.113,"s5,s0,s4","s0,s10,s3,s2",
131,game_0131_chain_12,/home/pete/ontime/generated_games/game_0131_chain_12.tg,"s0,s2,s4,s5,s6,s7,s9,s11",True,0.096,"s0,s1,s5,s9,s7,s10,s6,s11","s11,s9,s2,s5,s0,s7,s4,s6",
132,game_0132_chain_8,/home/pete/ontime/generated_games/game_0132_chain_8.tg,"s2,s3,s4,s5",True,0.120,"s4,s7,s5,s3,s1,s2,s6,s0","s2,s5,s4,s3",
133,game_0133_chain_3,/home/pete/ontime/generated_games/game_0133_chain_3.tg,s0,True,0.091,s1,s0,
134,game_0134_chain_9,/home/pete/ontime/generated_games/game_0134_chain_9.tg,,False,0.000,,,No target vertices
135,game_0135_chain_8,/home/pete/ontime/generated_games/game_0135_chain_8.tg,"s0,s1,s5",True,0.105,"s0,s7,s3,s1","s1,s0,s5",
136,game_0136_chain_12,/home/pete/ontime/generated_games/game_0136_chain_12.tg,"s4,s8,s9",True,0.136,"s8,s5,s1,s11,s7,s10,s2,s3,s0","s4,s8,s9",
137,game_0137_chain_11,/home/pete/ontime/generated_games/game_0137_chain_11.tg,s10,True,0.142,"s1,s5,s7,s3,s9",s10,
138,game_0138_chain_6,/home/pete/ontime/generated_games/game_0138_chain_6.tg,s2,True,0.150,"s5,s1",s2,
139,game_0139_chain_8,/home/pete/ontime/generated_games/game_0139_chain_8.tg,"s2,s5,s6,s7",True,0.150,"s5,s7,s3","s6,s2,s5,s7",
140,game_0140_chain_7,/home/pete/ontime/generated_games/game_0140_chain_7.tg,s6,True,0.148,"s0,s5,s1,s3",s6,
141,game_0141_chain_9,/home/pete/ontime/generated_games/game_0141_chain_9.tg,"s1,s2,s3,s6",True,0.134,"s5,s4,s3","s6,s3,s2,s1",
142,game_0142_chain_11,/home/pete/ontime/generated_games/game_0142_chain_11.tg,"s0,s1,s3,s5,s8,s10",True,0.150,"s9,s2,s3","s10,s5,s8,s1,s3,s0",
143,game_0143_chain_6,/home/pete/ontime/generated_games/game_0143_chain_6.tg,"s1,s5",True,0.144,"s3,s2,s0,s1,s4,s5","s5,s1",
144,game_0144_chain_12,/home/pete/ontime/generated_games/game_0144_chain_12.tg,s6,True,0.142,"s0,s11,s3,s7,s1,s6",s6,
145,game_0145_chain_4,/home/pete/ontime/generated_games/game_0145_chain_4.tg,s1,True,0.137,"s3,s2,s1",s1,
146,game_0146_chain_11,/home/pete/ontime/generated_games/game_0146_chain_11.tg,s3,True,0.148,"s4,s5,s2,s7,s0,s6,s8,s1",s3,
147,game_0147_chain_11,/home/pete/ontime/generated_games/game_0147_chain_11.tg,"s6,s7,s8",True,0.147,"s6,s0,s5,s8,s3,s1,s9","s7,s6,s8",
148,game_0148_chain_9,/home/pete/ontime/generated_games/game_0148_chain_9.tg,s7,True,0.146,"s1,s0,s7,s6",s7,
149,game_0149_chain_10,/home/pete/ontime/generated_games/game_0149_chain_10.tg,"s0,s1,s3,s4,s6,s7",True,0.156,"s9,s5,s0,s6,s1,s7","s3,s6,s0,s7,s1,s4",
150,game_0150_chain_11,/home/pete/ontime/generated_games/game_0150_chain_11.tg,"s0,s7",True,0.148,"s3,s1,s9,s7","s0,s7",
151,game_0151_chain_11,/home/pete/ontime/generated_games/game_0151_chain_11.tg,"s1,s3,s7,s9",True,2.164,s3,"s1,s3,s7,s9",
152,game_0152_chain_4,/home/pete/ontime/generated_games/game_0152_chain_4.tg,"s0,s1",True,0.150,"s3,s2,s1,s0","s0,s1",
153,game_0153_chain_11,/home/pete/ontime/generated_games/game_0153_chain_11.tg,"s1,s6,s7,s9",True,0.145,"s2,s9,s3,s4,s8,s5,s6,s0,s7","s9,s7,s6,s1",
154,game_0154_chain_4,/home/pete/ontime/generated_games/game_0154_chain_4.tg,"s2,s3",True,0.144,"s3,s1","s2,s3",
155,game_0155_chain_5,/home/pete/ontime/generated_games/game_0155_chain_5.tg,"s0,s3",True,0.154,"s1,s0,s3,s4","s0,s3",
156,game_0156_chain_10,/home/pete/ontime/generated_games/game_0156_chain_10.tg,s1,True,0.163,"s2,s3,s1,s9,s8",s1,
157,game_0157_chain_8,/home/pete/ontime/generated_games/game_0157_chain_8.tg,,False,0.000,,,No target vertices
158,game_0158_chain_11,/home/pete/ontime/generated_games/game_0158_chain_11.tg,"s0,s8",True,0.145,"s3,s9,s5,s0","s0,s8",
159,game_0159_chain_8,/home/pete/ontime/generated_games/game_0159_chain_8.tg,"s0,s7",True,0.159,"s7,s2,s0,s4","s0,s7",
160,game_0160_chain_5,/home/pete/ontime/generated_games/game_0160_chain_5.tg,,False,0.000,,,No target vertices
161,game_0161_chain_12,/home/pete/ontime/generated_games/game_0161_chain_12.tg,"s0,s3,s5,s6,s7",True,0.154,"s5,s0,s10,s7,s8,s4,s1,s2,s3,s6,s11,s9","s6,s0,s3,s7,s5",
162,game_0162_chain_5,/home/pete/ontime/generated_games/game_0162_chain_5.tg,s3,True,0.146,s1,s3,
163,game_0163_chain_10,/home/pete/ontime/generated_games/game_0163_chain_10.tg,"s7,s9",True,0.157,"s8,s0,s1,s7,s9","s9,s7",
164,game_0164_chain_11,/home/pete/ontime/generated_games/game_0164_chain_11.tg,s7,True,0.152,"s0,s7,s9,s4,s3,s6,s1,s2,s5",s7,
165,game_0165_chain_6,/home/pete/ontime/generated_games/game_0165_chain_6.tg,"s1,s4,s5",True,0.145,"s5,s1,s2,s0,s4,s3","s5,s4,s1",
166,game_0166_chain_3,/home/pete/ontime/generated_games/game_0166_chain_3.tg,,False,0.000,,,No target vertices
167,game_0167_chain_9,/home/pete/ontime/generated_games/game_0167_chain_9.tg,"s2,s3,s6,s7",True,0.146,"s1,s0","s6,s3,s7,s2",
168,game_0168_chain_3,/home/pete/ontime/generated_games/game_0168_chain_3.tg,s0,True,0.153,"s0,s1",s0,
169,game_0169_chain_12,/home/pete/ontime/generated_games/game_0169_chain_12.tg,"s4,s7,s8,s11",True,0.180,"s10,s0,s5,s6,s11,s8,s1","s11,s4,s8,s7",
170,game_0170_chain_3,/home/pete/ontime/generated_games/game_0170_chain_3.tg,,False,0.000,,,No target vertices
171,game_0171_chain_4,/home/pete/ontime/generated_games/game_0171_chain_4.tg,"s0,s3",True,0.143,"s2,s3,s1","s0,s3",
172,game_0172_chain_4,/home/pete/ontime/generated_games/game_0172_chain_4.tg,,False,0.000,,,No target vertices
173,game_0173_chain_12,/home/pete/ontime/generated_games/game_0173_chain_12.tg,"s1,s2",True,0.144,"s10,s9,s11","s1,s2",
174,game_0174_chain_3,/home/pete/ontime/generated_games/game_0174_chain_3.tg,s0,True,0.149,,s0,
175,game_0175_chain_7,/home/pete/ontime/generated_games/game_0175_chain_7.tg,"s0,s1,s2,s3",True,0.185,"s1,s3","s2,s0,s3,s1",
176,game_0176_chain_4,/home/pete/ontime/generated_games/game_0176_chain_4.tg,s2,True,0.147,"s1,s2,s3",s2,
177,game_0177_chain_8,/home/pete/ontime/generated_games/game_0177_chain_8.tg,"s1,s3",True,0.141,"s6,s2,s7","s3,s1",
178,game_0178_chain_9,/home/pete/ontime/generated_games/game_0178_chain_9.tg,"s1,s3,s4,s8",True,0.138,"s5,s1,s0,s7,s2,s4","s3,s4,s1,s8",
179,game_0179_chain_6,/home/pete/ontime/generated_games/game_0179_chain_6.tg,s3,True,0.140,"s5,s1,s3",s3,
180,game_0180_chain_12,/home/pete/ontime/generated_games/game_0180_chain_12.tg,"s0,s2",True,0.159,"s1,s3,s11,s10","s0,s2",
181,game_0181_chain_5,/home/pete/ontime/generated_games/game_0181_chain_5.tg,,False,0.000,,,No target vertices
182,game_0182_chain_3,/home/pete/ontime/generated_games/game_0182_chain_3.tg,,False,0.000,,,No target vertices
183,game_0183_chain_8,/home/pete/ontime/generated_games/game_0183_chain_8.tg,"s0,s5,s7",True,0.146,"s7,s3","s7,s5,s0",
184,game_0184_chain_4,/home/pete/ontime/generated_games/game_0184_chain_4.tg,s3,True,0.148,"s1,s3",s3,
185,game_0185_chain_5,/home/pete/ontime/generated_games/game_0185_chain_5.tg,s4,True,0.168,"s1,s3",s4,
186,game_0186_chain_9,/home/pete/ontime/generated_games/game_0186_chain_9.tg,"s1,s7",True,0.168,"s6,s7,s5,s2","s1,s7",
187,game_0187_chain_10,/home/pete/ontime/generated_games/game_0187_chain_10.tg,s6,True,0.162,s9,s6,
188,game_0188_chain_5,/home/pete/ontime/generated_games/game_0188_chain_5.tg,s3,True,0.137,"s1,s2",s3,
189,game_0189_chain_7,/home/pete/ontime/generated_games/game_0189_chain_7.tg,"s2,s5,s6",True,0.147,"s3,s1,s2,s4","s5,s6,s2",
190,game_0190_chain_8,/home/pete/ontime/generated_games/game_0190_chain_8.tg,"s0,s2,s3,s7",True,0.153,"s4,s3,s1,s7","s7,s3,s2,s0",
191,game_0191_chain_5,/home/pete/ontime/generated_games/game_0191_chain_5.tg,"s0,s1",True,0.155,"s1,s0","s1,s0",
192,game_0192_chain_3,/home/pete/ontime/generated_games/game_0192_chain_3.tg,s2,True,0.147,,s2,
193,game_0193_chain_6,/home/pete/ontime/generated_games/game_0193_chain_6.tg,"s0,s1,s4,s5",True,0.144,"s2,s5,s0","s0,s1,s5,s4",
194,game_0194_chain_5,/home/pete/ontime/generated_games/game_0194_chain_5.tg,"s2,s4",True,0.148,"s1,s3","s4,s2",
